tag,hlj_id,requirement_id,model,version,cluster_id
sandbox,REQ-006-HLJ-Chunk_2-Item_7-v1.0,req-006,opus4,tags_v1,tags_v1_271
client-support,REQ-006-HLJ-Chunk_2-Item_7-v1.0,req-006,opus4,tags_v1,tags_v1_272
documentation,REQ-006-HLJ-Chunk_2-Item_8-v1.0,req-006,opus4,tags_v1,tags_v1_40
self-service,REQ-006-HLJ-Chunk_2-Item_8-v1.0,req-006,opus4,tags_v1,tags_v1_54
communication,REQ-006-HLJ-Chunk_2-Item_8-v1.0,req-006,opus4,tags_v1,tags_v1_43
infrastructure,REQ-006-HLJ-Chunk_2-Item_9-v1.0,req-006,opus4,tags_v1,tags_v1_268
performance,REQ-006-HLJ-Chunk_2-Item_9-v1.0,req-006,opus4,tags_v1,tags_v1_65
upgrade,REQ-006-HLJ-Chunk_2-Item_9-v1.0,req-006,opus4,tags_v1,tags_v1_201
legacy,REQ-006-HLJ-Chunk_2-Item_10-v1.0,req-006,opus4,tags_v1,tags_v1_64
migration,REQ-006-HLJ-Chunk_2-Item_10-v1.0,req-006,opus4,tags_v1,tags_v1_62
compatibility,REQ-006-HLJ-Chunk_2-Item_10-v1.0,req-006,opus4,tags_v1,tags_v1_63
api,REQ-001-HLJ-Chunk_1-Item_1-v1.0,req-001,opus4,tags_v1,tags_v1_52
endpoint,REQ-001-HLJ-Chunk_1-Item_1-v1.0,req-001,opus4,tags_v1,tags_v1_273
rest,REQ-001-HLJ-Chunk_1-Item_1-v1.0,req-001,opus4,tags_v1,tags_v1_68
api,REQ-001-HLJ-Chunk_1-Item_2-v1.0,req-001,opus4,tags_v1,tags_v1_52
pagination,REQ-001-HLJ-Chunk_1-Item_2-v1.0,req-001,opus4,tags_v1,tags_v1_71
performance,REQ-001-HLJ-Chunk_1-Item_2-v1.0,req-001,opus4,tags_v1,tags_v1_65
api,REQ-001-HLJ-Chunk_1-Item_3-v1.0,req-001,opus4,tags_v1,tags_v1_52
filtering,REQ-001-HLJ-Chunk_1-Item_3-v1.0,req-001,opus4,tags_v1,tags_v1_70
query,REQ-001-HLJ-Chunk_1-Item_3-v1.0,req-001,opus4,tags_v1,tags_v1_274
api,REQ-001-HLJ-Chunk_1-Item_4-v1.0,req-001,opus4,tags_v1,tags_v1_52
openapi,REQ-001-HLJ-Chunk_1-Item_4-v1.0,req-001,opus4,tags_v1,tags_v1_72
standards,REQ-001-HLJ-Chunk_1-Item_4-v1.0,req-001,opus4,tags_v1,tags_v1_275
data,REQ-001-HLJ-Chunk_1-Item_5-v1.0,req-001,opus4,tags_v1,tags_v1_75
deduplication,REQ-001-HLJ-Chunk_1-Item_5-v1.0,req-001,opus4,tags_v1,tags_v1_73
consistency,REQ-001-HLJ-Chunk_1-Item_5-v1.0,req-001,opus4,tags_v1,tags_v1_108
data,REQ-001-HLJ-Chunk_1-Item_6-v1.0,req-001,opus4,tags_v1,tags_v1_75
timestamp,REQ-001-HLJ-Chunk_1-Item_6-v1.0,req-001,opus4,tags_v1,tags_v1_276
normalization,REQ-001-HLJ-Chunk_1-Item_6-v1.0,req-001,opus4,tags_v1,tags_v1_4
security,REQ-001-HLJ-Chunk_1-Item_7-v1.0,req-001,opus4,tags_v1,tags_v1_44
oauth,REQ-001-HLJ-Chunk_1-Item_7-v1.0,req-001,opus4,tags_v1,tags_v1_78
authentication,REQ-001-HLJ-Chunk_1-Item_7-v1.0,req-001,opus4,tags_v1,tags_v1_79
security,REQ-001-HLJ-Chunk_1-Item_8-v1.0,req-001,opus4,tags_v1,tags_v1_44
logging,REQ-001-HLJ-Chunk_1-Item_8-v1.0,req-001,opus4,tags_v1,tags_v1_24
compliance,REQ-001-HLJ-Chunk_1-Item_8-v1.0,req-001,opus4,tags_v1,tags_v1_12
data,REQ-001-HLJ-Chunk_1-Item_9-v1.0,req-001,opus4,tags_v1,tags_v1_75
api,REQ-001-HLJ-Chunk_1-Item_10-v1.0,req-001,opus4,tags_v1,tags_v1_52
performance,REQ-001-HLJ-Chunk_2-Item_1-v1.0,req-001,opus4,tags_v1,tags_v1_65
api,REQ-001-HLJ-Chunk_2-Item_1-v1.0,req-001,opus4,tags_v1,tags_v1_52
optimization,REQ-001-HLJ-Chunk_2-Item_1-v1.0,req-001,opus4,tags_v1,tags_v1_277
documentation,REQ-001-HLJ-Chunk_2-Item_2-v1.0,req-001,opus4,tags_v1,tags_v1_40
api,REQ-001-HLJ-Chunk_2-Item_2-v1.0,req-001,opus4,tags_v1,tags_v1_52
support,REQ-001-HLJ-Chunk_2-Item_2-v1.0,req-001,opus4,tags_v1,tags_v1_56
integration,REQ-001-HLJ-Chunk_2-Item_3-v1.0,req-001,opus4,tags_v1,tags_v1_0
partners,REQ-001-HLJ-Chunk_2-Item_3-v1.0,req-001,opus4,tags_v1,tags_v1_278
api,REQ-001-HLJ-Chunk_2-Item_3-v1.0,req-001,opus4,tags_v1,tags_v1_52
caching,REQ-001-HLJ-Chunk_2-Item_4-v1.0,req-001,opus4,tags_v1,tags_v1_279
performance,REQ-001-HLJ-Chunk_2-Item_4-v1.0,req-001,opus4,tags_v1,tags_v1_65
data,REQ-001-HLJ-Chunk_2-Item_4-v1.0,req-001,opus4,tags_v1,tags_v1_75
compliance,REQ-001-HLJ-Chunk_2-Item_5-v1.0,req-001,opus4,tags_v1,tags_v1_12
review,REQ-001-HLJ-Chunk_2-Item_5-v1.0,req-001,opus4,tags_v1,tags_v1_207
deployment,REQ-001-HLJ-Chunk_2-Item_5-v1.0,req-001,opus4,tags_v1,tags_v1_136
security,REQ-001-HLJ-Chunk_2-Item_5-v1.0,req-001,opus4,tags_v1,tags_v1_44
compliance,REQ-007-HLJ-Chunk_1-Item_1-v1.0,req-007,opus4,tags_v1,tags_v1_12
aml,REQ-007-HLJ-Chunk_1-Item_2-v1.0,req-007,opus4,tags_v1,tags_v1_11
api,REQ-007-HLJ-Chunk_1-Item_2-v1.0,req-007,opus4,tags_v1,tags_v1_52
compliance,REQ-007-HLJ-Chunk_1-Item_2-v1.0,req-007,opus4,tags_v1,tags_v1_12
performance,REQ-007-HLJ-Chunk_1-Item_3-v1.0,req-007,opus4,tags_v1,tags_v1_65
sla,REQ-007-HLJ-Chunk_1-Item_3-v1.0,req-007,opus4,tags_v1,tags_v1_96
backend,REQ-007-HLJ-Chunk_1-Item_3-v1.0,req-007,opus4,tags_v1,tags_v1_163
fallback,REQ-007-HLJ-Chunk_1-Item_4-v1.0,req-007,opus4,tags_v1,tags_v1_58
compliance,REQ-007-HLJ-Chunk_1-Item_4-v1.0,req-007,opus4,tags_v1,tags_v1_12
state,REQ-007-HLJ-Chunk_1-Item_5-v1.0,req-007,opus4,tags_v1,tags_v1_280
workflow,REQ-007-HLJ-Chunk_1-Item_5-v1.0,req-007,opus4,tags_v1,tags_v1_186
compliance,REQ-007-HLJ-Chunk_1-Item_5-v1.0,req-007,opus4,tags_v1,tags_v1_12
notifications,REQ-007-HLJ-Chunk_1-Item_6-v1.0,req-007,opus4,tags_v1,tags_v1_83
compliance,REQ-007-HLJ-Chunk_1-Item_6-v1.0,req-007,opus4,tags_v1,tags_v1_12
workflow,REQ-007-HLJ-Chunk_1-Item_6-v1.0,req-007,opus4,tags_v1,tags_v1_186
matching,REQ-007-HLJ-Chunk_1-Item_7-v1.0,req-007,opus4,tags_v1,tags_v1_281
compliance,REQ-007-HLJ-Chunk_1-Item_7-v1.0,req-007,opus4,tags_v1,tags_v1_12
workflow,REQ-007-HLJ-Chunk_1-Item_7-v1.0,req-007,opus4,tags_v1,tags_v1_186
workflow,REQ-007-HLJ-Chunk_1-Item_8-v1.0,req-007,opus4,tags_v1,tags_v1_186
manual,REQ-007-HLJ-Chunk_1-Item_8-v1.0,req-007,opus4,tags_v1,tags_v1_282
compliance,REQ-007-HLJ-Chunk_1-Item_8-v1.0,req-007,opus4,tags_v1,tags_v1_12
audit,REQ-007-HLJ-Chunk_1-Item_9-v1.0,req-007,opus4,tags_v1,tags_v1_25
security,REQ-007-HLJ-Chunk_1-Item_9-v1.0,req-007,opus4,tags_v1,tags_v1_44
compliance,REQ-007-HLJ-Chunk_1-Item_9-v1.0,req-007,opus4,tags_v1,tags_v1_12
privacy,REQ-007-HLJ-Chunk_1-Item_10-v1.0,req-007,opus4,tags_v1,tags_v1_18
security,REQ-007-HLJ-Chunk_1-Item_10-v1.0,req-007,opus4,tags_v1,tags_v1_44
access,REQ-007-HLJ-Chunk_1-Item_10-v1.0,req-007,opus4,tags_v1,tags_v1_112
dashboard,REQ-007-HLJ-Chunk_2-Item_1-v1.0,req-007,opus4,tags_v1,tags_v1_22
compliance,REQ-007-HLJ-Chunk_2-Item_1-v1.0,req-007,opus4,tags_v1,tags_v1_12
reporting,REQ-007-HLJ-Chunk_2-Item_1-v1.0,req-007,opus4,tags_v1,tags_v1_55
reporting,REQ-007-HLJ-Chunk_2-Item_2-v1.0,req-007,opus4,tags_v1,tags_v1_55
compliance,REQ-007-HLJ-Chunk_2-Item_2-v1.0,req-007,opus4,tags_v1,tags_v1_12
ui,REQ-007-HLJ-Chunk_2-Item_3-v1.0,req-007,opus4,tags_v1,tags_v1_87
communication,REQ-007-HLJ-Chunk_2-Item_3-v1.0,req-007,opus4,tags_v1,tags_v1_43
ui,REQ-007-HLJ-Chunk_2-Item_4-v1.0,req-007,opus4,tags_v1,tags_v1_87
workflow,REQ-007-HLJ-Chunk_2-Item_4-v1.0,req-007,opus4,tags_v1,tags_v1_186
encryption,REQ-007-HLJ-Chunk_2-Item_5-v1.0,req-007,opus4,tags_v1,tags_v1_20
security,REQ-007-HLJ-Chunk_2-Item_5-v1.0,req-007,opus4,tags_v1,tags_v1_44
compliance,REQ-007-HLJ-Chunk_2-Item_5-v1.0,req-007,opus4,tags_v1,tags_v1_12
privacy,REQ-007-HLJ-Chunk_2-Item_6-v1.0,req-007,opus4,tags_v1,tags_v1_18
compliance,REQ-007-HLJ-Chunk_2-Item_6-v1.0,req-007,opus4,tags_v1,tags_v1_12
data,REQ-007-HLJ-Chunk_2-Item_6-v1.0,req-007,opus4,tags_v1,tags_v1_75
gdpr,REQ-007-HLJ-Chunk_2-Item_6-v1.0,req-007,opus4,tags_v1,tags_v1_168
testing,REQ-007-HLJ-Chunk_2-Item_7-v1.0,req-007,opus4,tags_v1,tags_v1_60
compliance,REQ-007-HLJ-Chunk_2-Item_7-v1.0,req-007,opus4,tags_v1,tags_v1_12
monitoring,REQ-007-HLJ-Chunk_2-Item_8-v1.0,req-007,opus4,tags_v1,tags_v1_23
alerting,REQ-007-HLJ-Chunk_2-Item_8-v1.0,req-007,opus4,tags_v1,tags_v1_53
compliance,REQ-007-HLJ-Chunk_2-Item_8-v1.0,req-007,opus4,tags_v1,tags_v1_12
ui,REQ-009-HLJ-Chunk_1-Item_1-v1.0,req-009,opus4,tags_v1,tags_v1_87
scheduling,REQ-009-HLJ-Chunk_1-Item_1-v1.0,req-009,opus4,tags_v1,tags_v1_105
payments,REQ-009-HLJ-Chunk_1-Item_1-v1.0,req-009,opus4,tags_v1,tags_v1_283
fx-rates,REQ-009-HLJ-Chunk_1-Item_2-v1.0,req-009,opus4,tags_v1,tags_v1_284
ui,REQ-009-HLJ-Chunk_1-Item_2-v1.0,req-009,opus4,tags_v1,tags_v1_87
preview,REQ-009-HLJ-Chunk_1-Item_2-v1.0,req-009,opus4,tags_v1,tags_v1_230
fx-rates,REQ-009-HLJ-Chunk_1-Item_3-v1.0,req-009,opus4,tags_v1,tags_v1_284
rate-lock,REQ-009-HLJ-Chunk_1-Item_3-v1.0,req-009,opus4,tags_v1,tags_v1_285
ui,REQ-009-HLJ-Chunk_1-Item_4-v1.0,req-009,opus4,tags_v1,tags_v1_87
timer,REQ-009-HLJ-Chunk_1-Item_4-v1.0,req-009,opus4,tags_v1,tags_v1_286
fx-rates,REQ-009-HLJ-Chunk_1-Item_4-v1.0,req-009,opus4,tags_v1,tags_v1_284
ui,REQ-009-HLJ-Chunk_1-Item_5-v1.0,req-009,opus4,tags_v1,tags_v1_87
fx-rates,REQ-009-HLJ-Chunk_1-Item_5-v1.0,req-009,opus4,tags_v1,tags_v1_284
compliance,REQ-009-HLJ-Chunk_1-Item_5-v1.0,req-009,opus4,tags_v1,tags_v1_12
ui,REQ-009-HLJ-Chunk_1-Item_6-v1.0,req-009,opus4,tags_v1,tags_v1_87
scheduling,REQ-009-HLJ-Chunk_1-Item_6-v1.0,req-009,opus4,tags_v1,tags_v1_105
payments,REQ-009-HLJ-Chunk_1-Item_6-v1.0,req-009,opus4,tags_v1,tags_v1_283
payments,REQ-009-HLJ-Chunk_1-Item_7-v1.0,req-009,opus4,tags_v1,tags_v1_283
cancellation,REQ-009-HLJ-Chunk_1-Item_7-v1.0,req-009,opus4,tags_v1,tags_v1_93
workflow,REQ-009-HLJ-Chunk_1-Item_7-v1.0,req-009,opus4,tags_v1,tags_v1_186
payments,REQ-009-HLJ-Chunk_1-Item_8-v1.0,req-009,opus4,tags_v1,tags_v1_283
refunds,REQ-009-HLJ-Chunk_1-Item_8-v1.0,req-009,opus4,tags_v1,tags_v1_92
cancellation,REQ-009-HLJ-Chunk_1-Item_8-v1.0,req-009,opus4,tags_v1,tags_v1_93
beta,REQ-009-HLJ-Chunk_1-Item_9-v1.0,req-009,opus4,tags_v1,tags_v1_97
feature-toggle,REQ-009-HLJ-Chunk_1-Item_9-v1.0,req-009,opus4,tags_v1,tags_v1_287
beta,REQ-009-HLJ-Chunk_1-Item_10-v1.0,req-009,opus4,tags_v1,tags_v1_97
feedback,REQ-009-HLJ-Chunk_1-Item_10-v1.0,req-009,opus4,tags_v1,tags_v1_51
analytics,REQ-009-HLJ-Chunk_1-Item_10-v1.0,req-009,opus4,tags_v1,tags_v1_32
fx-rates,REQ-009-HLJ-Chunk_2-Item_1-v1.0,req-009,opus4,tags_v1,tags_v1_284
api,REQ-009-HLJ-Chunk_2-Item_1-v1.0,req-009,opus4,tags_v1,tags_v1_52
integration,REQ-009-HLJ-Chunk_2-Item_1-v1.0,req-009,opus4,tags_v1,tags_v1_0
real-time,REQ-009-HLJ-Chunk_2-Item_1-v1.0,req-009,opus4,tags_v1,tags_v1_49
fx-rates,REQ-009-HLJ-Chunk_2-Item_2-v1.0,req-009,opus4,tags_v1,tags_v1_284
rate-lock,REQ-009-HLJ-Chunk_2-Item_2-v1.0,req-009,opus4,tags_v1,tags_v1_285
fx-rates,REQ-009-HLJ-Chunk_2-Item_3-v1.0,req-009,opus4,tags_v1,tags_v1_284
payments,REQ-009-HLJ-Chunk_2-Item_3-v1.0,req-009,opus4,tags_v1,tags_v1_283
database,REQ-009-HLJ-Chunk_2-Item_4-v1.0,req-009,opus4,tags_v1,tags_v1_288
fx-rates,REQ-009-HLJ-Chunk_2-Item_4-v1.0,req-009,opus4,tags_v1,tags_v1_284
metadata,REQ-009-HLJ-Chunk_2-Item_4-v1.0,req-009,opus4,tags_v1,tags_v1_77
fx-rates,REQ-009-HLJ-Chunk_2-Item_5-v1.0,req-009,opus4,tags_v1,tags_v1_284
fx-rates,REQ-009-HLJ-Chunk_2-Item_6-v1.0,req-009,opus4,tags_v1,tags_v1_284
availability,REQ-009-HLJ-Chunk_2-Item_6-v1.0,req-009,opus4,tags_v1,tags_v1_57
fx-rates,REQ-009-HLJ-Chunk_2-Item_7-v1.0,req-009,opus4,tags_v1,tags_v1_284
validation,REQ-009-HLJ-Chunk_2-Item_7-v1.0,req-009,opus4,tags_v1,tags_v1_91
payments,REQ-009-HLJ-Chunk_2-Item_7-v1.0,req-009,opus4,tags_v1,tags_v1_283
fx-rates,REQ-009-HLJ-Chunk_2-Item_8-v1.0,req-009,opus4,tags_v1,tags_v1_284
workflow,REQ-009-HLJ-Chunk_2-Item_8-v1.0,req-009,opus4,tags_v1,tags_v1_186
ui,REQ-009-HLJ-Chunk_2-Item_8-v1.0,req-009,opus4,tags_v1,tags_v1_87
compliance,REQ-009-HLJ-Chunk_3-Item_1-v1.0,req-009,opus4,tags_v1,tags_v1_12
risk,REQ-009-HLJ-Chunk_3-Item_1-v1.0,req-009,opus4,tags_v1,tags_v1_6
fx-rates,REQ-009-HLJ-Chunk_3-Item_1-v1.0,req-009,opus4,tags_v1,tags_v1_284
compliance,REQ-009-HLJ-Chunk_3-Item_2-v1.0,req-009,opus4,tags_v1,tags_v1_12
regulation,REQ-009-HLJ-Chunk_3-Item_2-v1.0,req-009,opus4,tags_v1,tags_v1_19
payments,REQ-009-HLJ-Chunk_3-Item_2-v1.0,req-009,opus4,tags_v1,tags_v1_283
compliance,REQ-009-HLJ-Chunk_3-Item_3-v1.0,req-009,opus4,tags_v1,tags_v1_12
documentation,REQ-009-HLJ-Chunk_3-Item_3-v1.0,req-009,opus4,tags_v1,tags_v1_40
payments,REQ-009-HLJ-Chunk_3-Item_3-v1.0,req-009,opus4,tags_v1,tags_v1_283
audit,REQ-009-HLJ-Chunk_3-Item_4-v1.0,req-009,opus4,tags_v1,tags_v1_25
logging,REQ-009-HLJ-Chunk_3-Item_4-v1.0,req-009,opus4,tags_v1,tags_v1_24
compliance,REQ-009-HLJ-Chunk_3-Item_4-v1.0,req-009,opus4,tags_v1,tags_v1_12
notifications,REQ-009-HLJ-Chunk_3-Item_5-v1.0,req-009,opus4,tags_v1,tags_v1_83
payments,REQ-009-HLJ-Chunk_3-Item_5-v1.0,req-009,opus4,tags_v1,tags_v1_283
dashboard,REQ-009-HLJ-Chunk_3-Item_6-v1.0,req-009,opus4,tags_v1,tags_v1_22
monitoring,REQ-009-HLJ-Chunk_3-Item_6-v1.0,req-009,opus4,tags_v1,tags_v1_23
reporting,REQ-009-HLJ-Chunk_3-Item_6-v1.0,req-009,opus4,tags_v1,tags_v1_55
payments,REQ-009-HLJ-Chunk_3-Item_7-v1.0,req-009,opus4,tags_v1,tags_v1_283
analytics,REQ-025-HLJ-Chunk_1-Item_1-v1.0,req-025,opus4,tags_v1,tags_v1_32
performance,REQ-025-HLJ-Chunk_1-Item_1-v1.0,req-025,opus4,tags_v1,tags_v1_65
instrumentation,REQ-025-HLJ-Chunk_1-Item_1-v1.0,req-025,opus4,tags_v1,tags_v1_113
analytics,REQ-025-HLJ-Chunk_1-Item_2-v1.0,req-025,opus4,tags_v1,tags_v1_32
performance,REQ-025-HLJ-Chunk_1-Item_2-v1.0,req-025,opus4,tags_v1,tags_v1_65
instrumentation,REQ-025-HLJ-Chunk_1-Item_2-v1.0,req-025,opus4,tags_v1,tags_v1_113
analytics,REQ-025-HLJ-Chunk_1-Item_3-v1.0,req-025,opus4,tags_v1,tags_v1_32
performance,REQ-025-HLJ-Chunk_1-Item_3-v1.0,req-025,opus4,tags_v1,tags_v1_65
telemetry,REQ-025-HLJ-Chunk_1-Item_3-v1.0,req-025,opus4,tags_v1,tags_v1_289
privacy,REQ-025-HLJ-Chunk_1-Item_3-v1.0,req-025,opus4,tags_v1,tags_v1_18
analytics,REQ-025-HLJ-Chunk_1-Item_4-v1.0,req-025,opus4,tags_v1,tags_v1_32
dashboard,REQ-025-HLJ-Chunk_1-Item_4-v1.0,req-025,opus4,tags_v1,tags_v1_22
visualization,REQ-025-HLJ-Chunk_1-Item_4-v1.0,req-025,opus4,tags_v1,tags_v1_33
analytics,REQ-025-HLJ-Chunk_1-Item_5-v1.0,req-025,opus4,tags_v1,tags_v1_32
dashboard,REQ-025-HLJ-Chunk_1-Item_5-v1.0,req-025,opus4,tags_v1,tags_v1_22
filtering,REQ-025-HLJ-Chunk_1-Item_5-v1.0,req-025,opus4,tags_v1,tags_v1_70
analytics,REQ-025-HLJ-Chunk_1-Item_6-v1.0,req-025,opus4,tags_v1,tags_v1_32
performance,REQ-025-HLJ-Chunk_1-Item_6-v1.0,req-025,opus4,tags_v1,tags_v1_65
alerting,REQ-025-HLJ-Chunk_1-Item_6-v1.0,req-025,opus4,tags_v1,tags_v1_53
analytics,REQ-025-HLJ-Chunk_1-Item_7-v1.0,req-025,opus4,tags_v1,tags_v1_32
performance,REQ-025-HLJ-Chunk_1-Item_7-v1.0,req-025,opus4,tags_v1,tags_v1_65
diagnostics,REQ-025-HLJ-Chunk_1-Item_7-v1.0,req-025,opus4,tags_v1,tags_v1_117
alerting,REQ-025-HLJ-Chunk_1-Item_8-v1.0,req-025,opus4,tags_v1,tags_v1_53
performance,REQ-025-HLJ-Chunk_1-Item_8-v1.0,req-025,opus4,tags_v1,tags_v1_65
sla,REQ-025-HLJ-Chunk_1-Item_8-v1.0,req-025,opus4,tags_v1,tags_v1_96
ci-cd,REQ-025-HLJ-Chunk_1-Item_9-v1.0,req-025,opus4,tags_v1,tags_v1_29
performance,REQ-025-HLJ-Chunk_1-Item_9-v1.0,req-025,opus4,tags_v1,tags_v1_65
automation,REQ-025-HLJ-Chunk_1-Item_9-v1.0,req-025,opus4,tags_v1,tags_v1_149
ci-cd,REQ-025-HLJ-Chunk_1-Item_10-v1.0,req-025,opus4,tags_v1,tags_v1_29
performance,REQ-025-HLJ-Chunk_1-Item_10-v1.0,req-025,opus4,tags_v1,tags_v1_65
performance,REQ-025-HLJ-Chunk_2-Item_1-v1.0,req-025,opus4,tags_v1,tags_v1_65
resilience,REQ-025-HLJ-Chunk_2-Item_1-v1.0,req-025,opus4,tags_v1,tags_v1_120
monitoring,REQ-025-HLJ-Chunk_2-Item_1-v1.0,req-025,opus4,tags_v1,tags_v1_23
performance,REQ-025-HLJ-Chunk_2-Item_2-v1.0,req-025,opus4,tags_v1,tags_v1_65
ux,REQ-025-HLJ-Chunk_2-Item_2-v1.0,req-025,opus4,tags_v1,tags_v1_210
dashboard,REQ-025-HLJ-Chunk_2-Item_2-v1.0,req-025,opus4,tags_v1,tags_v1_22
privacy,REQ-025-HLJ-Chunk_2-Item_3-v1.0,req-025,opus4,tags_v1,tags_v1_18
compliance,REQ-025-HLJ-Chunk_2-Item_3-v1.0,req-025,opus4,tags_v1,tags_v1_12
privacy,REQ-025-HLJ-Chunk_2-Item_4-v1.0,req-025,opus4,tags_v1,tags_v1_18
ux,REQ-025-HLJ-Chunk_2-Item_4-v1.0,req-025,opus4,tags_v1,tags_v1_210
compliance,REQ-025-HLJ-Chunk_2-Item_4-v1.0,req-025,opus4,tags_v1,tags_v1_12
analytics,REQ-025-HLJ-Chunk_2-Item_5-v1.0,req-025,opus4,tags_v1,tags_v1_32
dashboard,REQ-025-HLJ-Chunk_2-Item_5-v1.0,req-025,opus4,tags_v1,tags_v1_22
self-service,REQ-025-HLJ-Chunk_2-Item_5-v1.0,req-025,opus4,tags_v1,tags_v1_54
logging,REQ-022-HLJ-Chunk_1-Item_1-v1.0,req-022,opus4,tags_v1,tags_v1_24
database,REQ-022-HLJ-Chunk_1-Item_1-v1.0,req-022,opus4,tags_v1,tags_v1_288
schema,REQ-022-HLJ-Chunk_1-Item_1-v1.0,req-022,opus4,tags_v1,tags_v1_74
logging,REQ-022-HLJ-Chunk_1-Item_2-v1.0,req-022,opus4,tags_v1,tags_v1_24
middleware,REQ-022-HLJ-Chunk_1-Item_2-v1.0,req-022,opus4,tags_v1,tags_v1_290
api,REQ-022-HLJ-Chunk_1-Item_2-v1.0,req-022,opus4,tags_v1,tags_v1_52
retention,REQ-022-HLJ-Chunk_1-Item_3-v1.0,req-022,opus4,tags_v1,tags_v1_124
storage,REQ-022-HLJ-Chunk_1-Item_3-v1.0,req-022,opus4,tags_v1,tags_v1_291
compliance,REQ-022-HLJ-Chunk_1-Item_3-v1.0,req-022,opus4,tags_v1,tags_v1_12
security,REQ-022-HLJ-Chunk_1-Item_4-v1.0,req-022,opus4,tags_v1,tags_v1_44
compliance,REQ-022-HLJ-Chunk_1-Item_4-v1.0,req-022,opus4,tags_v1,tags_v1_12
export,REQ-022-HLJ-Chunk_1-Item_5-v1.0,req-022,opus4,tags_v1,tags_v1_126
csv,REQ-022-HLJ-Chunk_1-Item_5-v1.0,req-022,opus4,tags_v1,tags_v1_292
json,REQ-022-HLJ-Chunk_1-Item_5-v1.0,req-022,opus4,tags_v1,tags_v1_293
filtering,REQ-022-HLJ-Chunk_1-Item_6-v1.0,req-022,opus4,tags_v1,tags_v1_70
export,REQ-022-HLJ-Chunk_1-Item_6-v1.0,req-022,opus4,tags_v1,tags_v1_126
query,REQ-022-HLJ-Chunk_1-Item_6-v1.0,req-022,opus4,tags_v1,tags_v1_274
masking,REQ-022-HLJ-Chunk_1-Item_7-v1.0,req-022,opus4,tags_v1,tags_v1_128
privacy,REQ-022-HLJ-Chunk_1-Item_7-v1.0,req-022,opus4,tags_v1,tags_v1_18
compliance,REQ-022-HLJ-Chunk_1-Item_7-v1.0,req-022,opus4,tags_v1,tags_v1_12
audit,REQ-022-HLJ-Chunk_1-Item_8-v1.0,req-022,opus4,tags_v1,tags_v1_25
roles,REQ-022-HLJ-Chunk_1-Item_8-v1.0,req-022,opus4,tags_v1,tags_v1_127
notifications,REQ-022-HLJ-Chunk_1-Item_9-v1.0,req-022,opus4,tags_v1,tags_v1_83
alerts,REQ-022-HLJ-Chunk_1-Item_9-v1.0,req-022,opus4,tags_v1,tags_v1_53
compliance,REQ-022-HLJ-Chunk_1-Item_9-v1.0,req-022,opus4,tags_v1,tags_v1_12
anomaly,REQ-022-HLJ-Chunk_1-Item_10-v1.0,req-022,opus4,tags_v1,tags_v1_130
monitoring,REQ-022-HLJ-Chunk_1-Item_10-v1.0,req-022,opus4,tags_v1,tags_v1_23
security,REQ-022-HLJ-Chunk_2-Item_1-v1.0,req-022,opus4,tags_v1,tags_v1_44
documentation,REQ-022-HLJ-Chunk_2-Item_2-v1.0,req-022,opus4,tags_v1,tags_v1_40
compliance,REQ-022-HLJ-Chunk_2-Item_2-v1.0,req-022,opus4,tags_v1,tags_v1_12
admin,REQ-022-HLJ-Chunk_2-Item_2-v1.0,req-022,opus4,tags_v1,tags_v1_8
feature-flags,REQ-023-HLJ-Chunk_1-Item_1-v1.0,req-023,opus4,tags_v1,tags_v1_133
segmentation,REQ-023-HLJ-Chunk_1-Item_1-v1.0,req-023,opus4,tags_v1,tags_v1_115
feature-flags,REQ-023-HLJ-Chunk_1-Item_2-v1.0,req-023,opus4,tags_v1,tags_v1_133
rollout,REQ-023-HLJ-Chunk_1-Item_2-v1.0,req-023,opus4,tags_v1,tags_v1_59
feature-flags,REQ-023-HLJ-Chunk_1-Item_3-v1.0,req-023,opus4,tags_v1,tags_v1_133
geo-ip,REQ-023-HLJ-Chunk_1-Item_4-v1.0,req-023,opus4,tags_v1,tags_v1_139
integration,REQ-023-HLJ-Chunk_1-Item_4-v1.0,req-023,opus4,tags_v1,tags_v1_0
geo-ip,REQ-023-HLJ-Chunk_1-Item_5-v1.0,req-023,opus4,tags_v1,tags_v1_139
analytics,REQ-023-HLJ-Chunk_1-Item_6-v1.0,req-023,opus4,tags_v1,tags_v1_32
dashboard,REQ-023-HLJ-Chunk_1-Item_6-v1.0,req-023,opus4,tags_v1,tags_v1_22
analytics,REQ-023-HLJ-Chunk_1-Item_7-v1.0,req-023,opus4,tags_v1,tags_v1_32
monitoring,REQ-023-HLJ-Chunk_1-Item_7-v1.0,req-023,opus4,tags_v1,tags_v1_23
alerting,REQ-023-HLJ-Chunk_1-Item_8-v1.0,req-023,opus4,tags_v1,tags_v1_53
monitoring,REQ-023-HLJ-Chunk_1-Item_8-v1.0,req-023,opus4,tags_v1,tags_v1_23
rollback,REQ-023-HLJ-Chunk_1-Item_9-v1.0,req-023,opus4,tags_v1,tags_v1_59
feature-flags,REQ-023-HLJ-Chunk_1-Item_9-v1.0,req-023,opus4,tags_v1,tags_v1_133
notification,REQ-023-HLJ-Chunk_1-Item_10-v1.0,req-023,opus4,tags_v1,tags_v1_83
